ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20220801    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220801    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          14,0          X
         20220802    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20220802    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          16,0          X
         20220802    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220802    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20220803    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          20,0          X
         20220803    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220803    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220804    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           2,0          X
         20220804    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220805    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          27,0          X
         20220805    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220805    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           5,0          X
         20220808    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220808    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220809    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          22,0          X
         20220809    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220809    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           4,0          X
         20220810    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220810    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220810    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           4,0          X
         20220811    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         **TOTAL OT:                                                                          527,5
    ** OT:  00005288A075 = 1100647922 JOCHEN BRILL
         20220525    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         **TOTAL OT:                                                                            6,0
    ** OT:  00005288A076 = 1100647962 LEONHARD WEISS AULENDORF
         20220714    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         20220719    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         20220721    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220722    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         20220725    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20220726    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           4,0          X
         20220726    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20220726    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220727    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220801    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          18,0          X
         20220801    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          16,0          X
         20220801    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220802    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          17,0          X
         20220802    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220802    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220803    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20220803    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220804    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          24,0          X
         20220804    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220805    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          12,0          X
         20220805    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20220809    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         **TOTAL OT:                                                                          165,0
    ** OT:  00005288A079 = 1100648459 KONINGSSTAAL VELHOVEN
         20220904    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20220905    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         **TOTAL OT:                                                                           13,0
    ** OT:  00005288A081 = 1100648233 HEITKAMP EBELSTRASSE
         20220616    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220620    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           2,0          X
         20220620    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          13,0          X
         20220620    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20220621    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220622    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220624    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           2,0          X
         20220624    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20220627    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220628    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220628    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220629    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220629    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220629    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220701    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20220701    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          12,0          X
         20220704    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          10,0          X
         20220704    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           4,0          X
         20220704    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           4,0          X
         20220706    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220707    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220707    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           1,0          X
         20220708    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220708    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220708    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220708    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           1,0          X
         20220711    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220711    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220711    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           0,0          X
         20220711    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220712    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         20220712    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           5,0          X
         20220713    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          10,0          X
         20220713    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220714    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220714    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           3,0          X
         **TOTAL OT:                                                                          295,0
    ** OT:  00005288A084 = 1100648588 ASH ESSEN ALUNORF
         20220614    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220615    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         **TOTAL OT:                                                                            9,0
    ** OT:  00005288A085 = 1100648836 AMDS NECKARSULM UHL WURZBURG
         20220614    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           3,0          X
         20220707    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220711    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         20220805    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           3,0          X
         **TOTAL OT:                                                                           16,0
    ** OT:  00005288A086 = 1100649087 SPATER FRITSCH EISENHANDEL
